@relation german-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute Status {0DM,less-200DM,over-200DM,no-account}
@attribute Duration {'\'(-inf-15.5]\'','\'(15.5-inf)\''}
@attribute Credit-history {all-paid-duly,bank-paid-duly,duly-till-now,delay,critical}
@attribute Purpose {new-car,used-car,furniture,radio-tv,domestic-app,repairs,education,vacation,retraining,business,others}
@attribute Credit {'\'(-inf-3913.5]\'','\'(3913.5-inf)\''}
@attribute Savings-account {less100DM,less500DM,less1000DM,over1000DM,unknown}
@attribute Employment {unemployed,one-year,four-years,seven-years,over-seven}
@attribute Installment-rate {'\'All\''}
@attribute Personal-status {male-divorced,female-divorced,single-male,married-male,single-female}
@attribute Debtors {none,co-applicant,guarantor}
@attribute Residence-time {'\'All\''}
@attribute Property {real-estate,building-society,car,none}
@attribute Age {'\'All\''}
@attribute Installments {bank,stores,none}
@attribute Housing {rent,own,free}
@attribute Existing-credits {'\'All\''}
@attribute Job {unemployed-non-resident,unskilled-resident,skilled,management}
@attribute Liable-people {'\'All\''}
@attribute Telephone {yes,no}
@attribute Foreign {yes,no}
@attribute CLASS {good,bad}

@data
no-account,'\'(15.5-inf)\'',critical,education,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less500DM,one-year,'\'All\'',married-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,one-year,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
0DM,'\'(15.5-inf)\'',all-paid-duly,business,'\'(3913.5-inf)\'',unknown,one-year,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(3913.5-inf)\'',less100DM,unemployed,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',management,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',delay,business,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',male-divorced,none,'\'All\'',car,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,furniture,'\'(-inf-3913.5]\'',less1000DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',over1000DM,over-seven,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less500DM,unemployed,'\'All\'',female-divorced,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',critical,used-car,'\'(-inf-3913.5]\'',less100DM,unemployed,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',unknown,unemployed,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',critical,new-car,'\'(-inf-3913.5]\'',unknown,one-year,'\'All\'',male-divorced,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',bank-paid-duly,radio-tv,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',bank,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
over-200DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',married-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,education,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',critical,business,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',stores,own,'\'All\'',management,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',critical,used-car,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,business,'\'(-inf-3913.5]\'',over1000DM,four-years,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less1000DM,unemployed,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',unemployed-non-resident,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',critical,used-car,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',female-divorced,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',management,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
over-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',married-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',delay,others,'\'(3913.5-inf)\'',less500DM,unemployed,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',management,'\'All\'',no,yes,good
less-200DM,'\'(15.5-inf)\'',bank-paid-duly,used-car,'\'(3913.5-inf)\'',less100DM,unemployed,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',bank,free,'\'All\'',management,'\'All\'',no,yes,good
0DM,'\'(-inf-15.5]\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,unemployed,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',management,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',stores,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,guarantor,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',critical,furniture,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',skilled,'\'All\'',no,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,rent,'\'All\'',management,'\'All\'',no,yes,good
less-200DM,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,unemployed,'\'All\'',female-divorced,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unemployed-non-resident,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,repairs,'\'(-inf-3913.5]\'',less1000DM,seven-years,'\'All\'',married-male,none,'\'All\'',real-estate,'\'All\'',none,rent,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,guarantor,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,co-applicant,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,guarantor,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
over-200DM,'\'(15.5-inf)\'',all-paid-duly,business,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',male-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less500DM,one-year,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,business,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,rent,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',delay,radio-tv,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,business,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,furniture,'\'(-inf-3913.5]\'',over1000DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,no,good
over-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',male-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
no-account,'\'(15.5-inf)\'',duly-till-now,business,'\'(3913.5-inf)\'',unknown,four-years,'\'All\'',male-divorced,none,'\'All\'',real-estate,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',all-paid-duly,furniture,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',bank,rent,'\'All\'',skilled,'\'All\'',yes,yes,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,bad
over-200DM,'\'(-inf-15.5]\'',all-paid-duly,radio-tv,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less500DM,one-year,'\'All\'',married-male,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,business,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,co-applicant,'\'All\'',none,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',yes,yes,bad
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',no,yes,bad
less-200DM,'\'(15.5-inf)\'',all-paid-duly,business,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,bad
less-200DM,'\'(15.5-inf)\'',delay,business,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',male-divorced,none,'\'All\'',real-estate,'\'All\'',stores,own,'\'All\'',management,'\'All\'',no,yes,bad
0DM,'\'(-inf-15.5]\'',duly-till-now,education,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',all-paid-duly,furniture,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',bank,rent,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',all-paid-duly,business,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',married-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less500DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,bad
less-200DM,'\'(15.5-inf)\'',all-paid-duly,business,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,free,'\'All\'',management,'\'All\'',no,yes,bad
0DM,'\'(15.5-inf)\'',delay,radio-tv,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',no,yes,bad
less-200DM,'\'(15.5-inf)\'',critical,radio-tv,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,bad
no-account,'\'(15.5-inf)\'',critical,education,'\'(-inf-3913.5]\'',less500DM,four-years,'\'All\'',female-divorced,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',bank-paid-duly,new-car,'\'(3913.5-inf)\'',less500DM,unemployed,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',management,'\'All\'',no,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,business,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,bad
0DM,'\'(15.5-inf)\'',critical,education,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',no,yes,bad
no-account,'\'(15.5-inf)\'',critical,furniture,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,rent,'\'All\'',skilled,'\'All\'',no,yes,bad
0DM,'\'(-inf-15.5]\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
less-200DM,'\'(15.5-inf)\'',delay,used-car,'\'(3913.5-inf)\'',unknown,seven-years,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',bank,rent,'\'All\'',management,'\'All\'',no,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,business,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',delay,furniture,'\'(3913.5-inf)\'',less1000DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',female-divorced,guarantor,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',bank,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',single-male,none,'\'All\'',none,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',critical,furniture,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',married-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,repairs,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',female-divorced,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',married-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less500DM,four-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',unskilled-resident,'\'All\'',yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',female-divorced,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
0DM,'\'(15.5-inf)\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,retraining,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less500DM,four-years,'\'All\'',female-divorced,co-applicant,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
no-account,'\'(15.5-inf)\'',critical,furniture,'\'(3913.5-inf)\'',less1000DM,four-years,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,'\'All\'',real-estate,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
less-200DM,'\'(15.5-inf)\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',female-divorced,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,business,'\'(3913.5-inf)\'',less500DM,seven-years,'\'All\'',single-male,none,'\'All\'',car,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,'\'All\'',building-society,'\'All\'',none,own,'\'All\'',skilled,'\'All\'',yes,yes,good
