@relation 'german-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R11,13,16,18'

@attribute Status {0DM,less-200DM,over-200DM,no-account}
@attribute Duration {'\'(-inf-15.5]\'','\'(15.5-inf)\''}
@attribute Credit-history {all-paid-duly,bank-paid-duly,duly-till-now,delay,critical}
@attribute Purpose {new-car,used-car,furniture,radio-tv,domestic-app,repairs,education,vacation,retraining,business,others}
@attribute Credit {'\'(-inf-3913.5]\'','\'(3913.5-inf)\''}
@attribute Savings-account {less100DM,less500DM,less1000DM,over1000DM,unknown}
@attribute Employment {unemployed,one-year,four-years,seven-years,over-seven}
@attribute Installment-rate {'\'All\''}
@attribute Personal-status {male-divorced,female-divorced,single-male,married-male,single-female}
@attribute Debtors {none,co-applicant,guarantor}
@attribute Property {real-estate,building-society,car,none}
@attribute Installments {bank,stores,none}
@attribute Housing {rent,own,free}
@attribute Job {unemployed-non-resident,unskilled-resident,skilled,management}
@attribute Telephone {yes,no}
@attribute Foreign {yes,no}
@attribute CLASS {good,bad}

@data
over-200DM,'\'(-inf-15.5]\'',bank-paid-duly,radio-tv,'\'(-inf-3913.5]\'',over1000DM,four-years,'\'All\'',female-divorced,none,real-estate,none,rent,skilled,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',married-male,none,real-estate,none,own,unskilled-resident,yes,no,good
less-200DM,'\'(15.5-inf)\'',critical,business,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,building-society,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,car,none,own,skilled,no,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',female-divorced,none,real-estate,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',married-male,none,real-estate,none,rent,unskilled-resident,yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,building-society,stores,own,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',delay,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',married-male,none,real-estate,bank,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,no,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,education,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,building-society,none,own,unskilled-resident,yes,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',single-male,none,real-estate,none,own,skilled,no,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,education,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',married-male,none,car,none,own,skilled,yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',male-divorced,none,real-estate,none,rent,unskilled-resident,yes,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,car,none,rent,skilled,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(3913.5-inf)\'',less100DM,unemployed,'\'All\'',single-male,none,none,bank,free,management,no,yes,good
no-account,'\'(-inf-15.5]\'',bank-paid-duly,new-car,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',single-male,guarantor,real-estate,stores,own,unskilled-resident,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,real-estate,bank,own,unskilled-resident,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',single-male,none,building-society,none,rent,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,none,none,own,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,real-estate,none,rent,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,education,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,car,none,own,skilled,no,yes,good
less-200DM,'\'(15.5-inf)\'',all-paid-duly,business,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',over1000DM,four-years,'\'All\'',female-divorced,none,car,none,rent,skilled,no,yes,good
0DM,'\'(15.5-inf)\'',critical,used-car,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,none,none,free,management,no,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',single-male,none,building-society,none,own,skilled,no,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,co-applicant,building-society,none,own,unskilled-resident,yes,no,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',single-male,co-applicant,car,none,own,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,domestic-app,'\'(-inf-3913.5]\'',less1000DM,seven-years,'\'All\'',single-male,none,building-society,none,own,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,car,none,own,management,no,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,guarantor,none,bank,own,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',female-divorced,none,car,bank,rent,management,no,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',single-male,none,none,bank,free,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
less-200DM,'\'(15.5-inf)\'',delay,business,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',single-male,none,building-society,none,own,skilled,yes,yes,good
0DM,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',over1000DM,over-seven,'\'All\'',female-divorced,none,building-society,none,rent,management,no,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',male-divorced,none,car,none,own,skilled,no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',married-male,none,real-estate,none,own,skilled,no,yes,good
no-account,'\'(15.5-inf)\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',male-divorced,none,car,none,own,management,no,yes,good
0DM,'\'(15.5-inf)\'',critical,furniture,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',single-male,guarantor,building-society,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',delay,radio-tv,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',female-divorced,none,real-estate,none,own,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',delay,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',male-divorced,none,building-society,none,own,skilled,yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,none,none,free,management,no,yes,good
over-200DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,real-estate,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',delay,business,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,retraining,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',married-male,none,car,none,own,unskilled-resident,yes,yes,good
over-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',delay,business,'\'(3913.5-inf)\'',unknown,four-years,'\'All\'',single-male,none,building-society,bank,own,management,no,yes,good
no-account,'\'(15.5-inf)\'',critical,used-car,'\'(3913.5-inf)\'',unknown,seven-years,'\'All\'',single-male,none,none,none,free,skilled,no,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',married-male,guarantor,real-estate,none,own,unskilled-resident,yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,business,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,guarantor,real-estate,none,own,management,no,yes,good
no-account,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,new-car,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,none,none,none,own,management,no,yes,good
no-account,'\'(-inf-15.5]\'',critical,new-car,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',single-male,none,building-society,none,own,unskilled-resident,yes,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,unemployed,'\'All\'',female-divorced,none,none,none,free,management,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(3913.5-inf)\'',unknown,one-year,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',single-male,none,building-society,none,own,skilled,yes,no,good
over-200DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,none,none,free,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
over-200DM,'\'(-inf-15.5]\'',delay,radio-tv,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,building-society,bank,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',delay,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',over1000DM,one-year,'\'All\'',female-divorced,none,real-estate,none,rent,unskilled-resident,yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,guarantor,building-society,none,free,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,business,'\'(-inf-3913.5]\'',less500DM,four-years,'\'All\'',female-divorced,none,building-society,none,rent,unskilled-resident,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,real-estate,none,rent,management,yes,yes,good
no-account,'\'(-inf-15.5]\'',delay,radio-tv,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',single-male,none,none,none,free,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,retraining,'\'(-inf-3913.5]\'',unknown,unemployed,'\'All\'',single-male,none,building-society,none,own,management,no,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',male-divorced,none,car,none,own,skilled,yes,yes,bad
less-200DM,'\'(15.5-inf)\'',bank-paid-duly,business,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',female-divorced,none,none,none,rent,skilled,yes,yes,bad
0DM,'\'(15.5-inf)\'',delay,business,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,none,none,own,skilled,no,yes,bad
no-account,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',female-divorced,none,car,none,rent,unskilled-resident,yes,yes,bad
no-account,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',female-divorced,none,building-society,none,own,skilled,yes,yes,bad
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',female-divorced,none,real-estate,none,own,unskilled-resident,yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(3913.5-inf)\'',unknown,over-seven,'\'All\'',single-male,none,building-society,none,free,skilled,no,yes,bad
0DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,real-estate,stores,own,unskilled-resident,yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',bank-paid-duly,new-car,'\'(-inf-3913.5]\'',less500DM,one-year,'\'All\'',female-divorced,none,building-society,stores,own,unskilled-resident,yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,unemployed,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,real-estate,none,own,skilled,yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,building-society,none,own,skilled,yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(3913.5-inf)\'',unknown,seven-years,'\'All\'',female-divorced,none,car,none,own,management,no,yes,bad
0DM,'\'(15.5-inf)\'',critical,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,real-estate,none,rent,skilled,yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',single-male,none,car,none,own,unskilled-resident,yes,yes,bad
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,none,none,free,management,no,yes,bad
no-account,'\'(15.5-inf)\'',delay,business,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',male-divorced,none,car,none,own,skilled,yes,yes,bad
0DM,'\'(15.5-inf)\'',critical,used-car,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,none,none,free,skilled,no,yes,bad
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',critical,education,'\'(-inf-3913.5]\'',over1000DM,over-seven,'\'All\'',single-male,none,none,none,free,skilled,yes,yes,bad
0DM,'\'(-inf-15.5]\'',all-paid-duly,radio-tv,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',single-male,none,building-society,none,rent,skilled,no,yes,bad
less-200DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',female-divorced,none,building-society,bank,own,skilled,no,yes,bad
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',married-male,none,real-estate,none,own,skilled,no,yes,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(3913.5-inf)\'',less500DM,one-year,'\'All\'',single-male,co-applicant,none,none,rent,management,no,yes,bad
less-200DM,'\'(15.5-inf)\'',critical,new-car,'\'(3913.5-inf)\'',less100DM,unemployed,'\'All\'',married-male,none,car,none,own,management,yes,yes,bad
0DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',married-male,guarantor,real-estate,none,own,skilled,no,yes,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',unknown,one-year,'\'All\'',female-divorced,none,real-estate,none,rent,skilled,yes,yes,bad
less-200DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,no,bad
less-200DM,'\'(15.5-inf)\'',duly-till-now,business,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',male-divorced,none,car,bank,rent,unskilled-resident,yes,yes,bad
less-200DM,'\'(15.5-inf)\'',delay,education,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',single-male,none,none,none,free,skilled,yes,yes,bad
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,no,good
no-account,'\'(-inf-15.5]\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',unknown,one-year,'\'All\'',female-divorced,none,real-estate,none,rent,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',male-divorced,none,car,none,own,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,guarantor,building-society,none,own,unskilled-resident,yes,yes,good
no-account,'\'(15.5-inf)\'',bank-paid-duly,business,'\'(-inf-3913.5]\'',less100DM,seven-years,'\'All\'',single-male,none,car,bank,own,skilled,no,yes,good
no-account,'\'(15.5-inf)\'',delay,used-car,'\'(3913.5-inf)\'',unknown,seven-years,'\'All\'',single-male,none,car,stores,own,management,no,yes,good
no-account,'\'(15.5-inf)\'',delay,radio-tv,'\'(3913.5-inf)\'',less1000DM,seven-years,'\'All\'',single-male,none,car,none,own,management,no,yes,good
no-account,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',married-male,none,building-society,none,own,unskilled-resident,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',single-male,guarantor,real-estate,bank,own,skilled,no,yes,good
less-200DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',over1000DM,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,business,'\'(-inf-3913.5]\'',less500DM,four-years,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less1000DM,over-seven,'\'All\'',single-male,none,none,none,rent,skilled,no,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',married-male,none,none,none,free,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,real-estate,none,own,skilled,no,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,building-society,none,own,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',over1000DM,seven-years,'\'All\'',male-divorced,none,real-estate,none,own,unskilled-resident,yes,yes,good
less-200DM,'\'(15.5-inf)\'',critical,education,'\'(3913.5-inf)\'',less100DM,one-year,'\'All\'',female-divorced,none,none,none,free,skilled,no,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,others,'\'(3913.5-inf)\'',unknown,unemployed,'\'All\'',single-male,none,none,bank,free,unemployed-non-resident,no,yes,good
0DM,'\'(15.5-inf)\'',critical,furniture,'\'(3913.5-inf)\'',less100DM,over-seven,'\'All\'',female-divorced,none,building-society,none,own,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,repairs,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',single-male,guarantor,real-estate,none,own,skilled,yes,no,good
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(3913.5-inf)\'',less100DM,four-years,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,others,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,none,bank,free,management,no,yes,good
no-account,'\'(15.5-inf)\'',delay,radio-tv,'\'(3913.5-inf)\'',less100DM,seven-years,'\'All\'',single-male,none,car,none,own,skilled,no,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,furniture,'\'(-inf-3913.5]\'',less1000DM,four-years,'\'All\'',single-male,none,car,none,own,skilled,no,yes,good
0DM,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,no,yes,good
less-200DM,'\'(15.5-inf)\'',critical,used-car,'\'(3913.5-inf)\'',over1000DM,over-seven,'\'All\'',female-divorced,none,none,none,rent,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',delay,new-car,'\'(-inf-3913.5]\'',unknown,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
over-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less500DM,over-seven,'\'All\'',female-divorced,none,none,none,free,skilled,no,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less1000DM,seven-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,business,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',female-divorced,none,real-estate,none,rent,unskilled-resident,yes,yes,good
0DM,'\'(15.5-inf)\'',bank-paid-duly,new-car,'\'(-inf-3913.5]\'',less500DM,seven-years,'\'All\'',single-male,none,car,bank,own,skilled,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',over1000DM,seven-years,'\'All\'',female-divorced,none,real-estate,none,own,unskilled-resident,no,yes,good
over-200DM,'\'(-inf-15.5]\'',delay,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',female-divorced,none,car,stores,own,skilled,no,yes,good
0DM,'\'(-inf-15.5]\'',delay,furniture,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',female-divorced,none,building-society,none,own,unskilled-resident,yes,yes,good
no-account,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,real-estate,none,own,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',married-male,guarantor,real-estate,none,own,unskilled-resident,yes,yes,good
no-account,'\'(15.5-inf)\'',delay,radio-tv,'\'(-inf-3913.5]\'',less100DM,unemployed,'\'All\'',married-male,none,real-estate,none,own,skilled,yes,yes,good
less-200DM,'\'(-inf-15.5]\'',critical,retraining,'\'(-inf-3913.5]\'',unknown,seven-years,'\'All\'',female-divorced,none,building-society,none,own,unskilled-resident,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,real-estate,bank,own,skilled,yes,yes,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,four-years,'\'All\'',female-divorced,none,car,none,own,skilled,yes,yes,good
0DM,'\'(15.5-inf)\'',duly-till-now,furniture,'\'(3913.5-inf)\'',unknown,one-year,'\'All\'',female-divorced,none,building-society,none,own,skilled,no,no,good
less-200DM,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',married-male,none,car,none,rent,skilled,no,yes,good
less-200DM,'\'(-inf-15.5]\'',duly-till-now,radio-tv,'\'(-inf-3913.5]\'',unknown,one-year,'\'All\'',single-male,none,building-society,none,own,skilled,yes,yes,good
no-account,'\'(15.5-inf)\'',duly-till-now,used-car,'\'(3913.5-inf)\'',unknown,unemployed,'\'All\'',female-divorced,none,building-society,none,rent,management,no,yes,good
no-account,'\'(15.5-inf)\'',critical,radio-tv,'\'(-inf-3913.5]\'',over1000DM,over-seven,'\'All\'',single-male,none,car,none,own,skilled,yes,yes,good
no-account,'\'(-inf-15.5]\'',duly-till-now,new-car,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',male-divorced,none,real-estate,none,own,unskilled-resident,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,radio-tv,'\'(-inf-3913.5]\'',less100DM,four-years,'\'All\'',single-male,none,real-estate,none,own,unskilled-resident,yes,yes,good
0DM,'\'(-inf-15.5]\'',critical,new-car,'\'(-inf-3913.5]\'',less100DM,one-year,'\'All\'',single-male,none,real-estate,none,rent,unskilled-resident,yes,no,good
no-account,'\'(-inf-15.5]\'',delay,furniture,'\'(-inf-3913.5]\'',over1000DM,seven-years,'\'All\'',female-divorced,none,building-society,none,own,skilled,yes,yes,good
